id,date,asset,liability
34562,12/31/2002,87186,81000
34562,3/31/2002,82487,76991
34562,6/30/2002,84476,78689
34562,9/30/2002,87727,81709
34563,12/31/2002,196681,181275
34563,3/31/2002,147717,137160
34563,6/30/2002,164327,152115
34563,9/30/2002,190234,175566
34565,12/31/2002,135885,126122
34565,3/31/2002,107894,99538
34565,6/30/2002,115867,106927
34565,9/30/2002,132943,123793
34566,12/31/2002,68204,60592
34566,3/31/2002,62915,55657
34566,6/30/2002,65323,57810
34566,9/30/2002,67154,59452
34567,3/31/2002,12434,9534
34567,6/30/2002,14626,11714
34568,12/31/2002,18045,14827
34568,3/31/2002,18205,15308
34568,6/30/2002,18381,15356
34568,9/30/2002,18104,14931
34571,12/31/2002,221337,159807
34571,3/31/2002,269131,220087
34571,6/30/2002,246774,189716
34571,9/30/2002,237540,178922
34572,12/31/2002,92866,85420
34572,3/31/2002,79167,72349
34572,6/30/2002,83295,76237
34572,9/30/2002,90635,83324
34573,12/31/2002,80745,73833
34573,3/31/2002,71517,65054
34573,6/30/2002,68940,62303
34573,9/30/2002,69657,62813
34574,12/31/2002,40102,37030
34574,3/31/2002,37367,34636
34574,6/30/2002,38935,36174
34574,9/30/2002,39458,36624
34577,3/31/2002,131337,122370
34577,12/31/2002,150644,139274
34577,6/30/2002,140645,130690
34577,9/30/2002,147410,137123
34578,12/31/2002,175316,156003
34578,3/31/2002,149662,134374
34578,6/30/2002,168056,149058
34578,9/30/2002,177441,158158
34579,12/31/2002,84478,79821
34579,3/31/2002,63945,60147
34579,6/30/2002,71346,65727
34579,9/30/2002,73751,67975
34580,12/31/2002,60486,54665
34580,3/31/2002,75990,70498
34580,6/30/2002,71055,65091
34580,9/30/2002,64256,58521
34581,12/31/2002,76445,70271
34581,3/31/2002,55072,50773
34581,6/30/2002,62309,57209
34581,9/30/2002,66827,61365
34585,12/31/2002,108026,95619
34585,3/31/2002,77341,66331
34585,6/30/2002,77079,65742
34585,9/30/2002,128858,116129
34589,12/31/2002,912103,852125
34589,3/31/2002,806752,756796
34589,6/30/2002,852505,798424
34589,9/30/2002,867514,810662
34590,12/31/2002,2440000,2100000
34590,3/31/2002,2660000,2300000
34590,6/30/2002,2750000,2400000
34590,9/30/2002,2920000,2550000
34591,12/31/2002,50100,45884
34591,3/31/2002,45703,41837
34591,6/30/2002,47394,43395
34591,9/30/2002,49435,45303
34592,12/31/2002,83323,76770
34592,3/31/2002,74756,68926
34592,6/30/2002,79548,73475
34592,9/30/2002,80796,74384
34593,12/31/2002,86124,77481
34593,3/31/2002,61588,53463
34593,6/30/2002,71197,62891
34593,9/30/2002,77917,69432
34594,12/31/2002,64463,56023
34594,3/31/2002,56484,48719
34594,6/30/2002,57310,49229
34594,9/30/2002,63094,54838
34595,12/31/2002,149973,136887
34595,3/31/2002,138786,126656
34595,6/30/2002,150109,137530
34595,9/30/2002,149602,136611
34596,12/31/2002,231064,212816
34596,3/31/2002,215953,199174
34596,6/30/2002,225375,207643
34596,9/30/2002,231488,212934
34597,12/31/2002,176629,161393
34597,3/31/2002,188455,172192
34597,6/30/2002,170269,154006
34597,9/30/2002,175409,160186
34598,12/31/2002,920178,827204
34598,3/31/2002,726461,640429
34598,6/30/2002,780703,692429
34598,9/30/2002,869161,778373
34599,12/31/2002,483235,426555
34599,6/30/2002,416987,355692
34599,9/30/2002,451692,408748
34599,3/31/2002,403298,355930
34600,12/31/2002,56368,50629
34600,3/31/2002,45542,40467
34600,6/30/2002,50359,45005
34600,9/30/2002,52229,46583
34601,12/31/2002,100599,93198
34601,3/31/2002,88407,81864
34601,6/30/2002,92764,85890
34601,9/30/2002,96257,89080
34603,12/31/2002,80977,73637
34603,3/31/2002,72656,67906
34603,6/30/2002,74649,69641
34603,9/30/2002,76584,71399
34605,3/31/2002,32250,28491
34605,6/30/2002,33876,30039
34605,9/30/2002,34858,30921
34606,12/31/2002,46597,42811
34606,3/31/2002,40594,37040
34606,6/30/2002,42203,38575
34606,9/30/2002,43784,40040
34607,12/31/2002,291618,250844
34607,3/31/2002,252580,214141
34607,6/30/2002,260263,220653
34607,9/30/2002,279003,237899
34608,12/31/2002,86465,78187
34608,3/31/2002,78202,70610
34608,6/30/2002,81936,74197
34608,9/30/2002,85301,77307
34609,12/31/2002,73801,66027
34609,3/31/2002,73458,66499
34609,6/30/2002,75165,67912
34609,9/30/2002,72990,65459
34610,12/31/2002,76747,70685
34610,3/31/2002,65484,60256
34610,6/30/2002,70430,64813
34610,9/30/2002,73910,68015
34611,12/31/2002,235103,216752
34611,3/31/2002,209658,193596
34611,6/30/2002,221144,203711
34611,9/30/2002,230001,211926
34612,12/31/2002,179537,164606
34612,3/31/2002,130412,121517
34612,6/30/2002,152875,143614
34612,9/30/2002,176272,164039
34613,12/31/2002,480310,433729
34613,3/31/2002,536246,486771
34613,6/30/2002,541190,490971
34613,9/30/2002,532417,477010
34614,12/31/2002,51813,46156
34614,3/31/2002,51132,45856
34614,6/30/2002,50425,45023
34614,9/30/2002,50840,45318
34617,12/31/2002,4590000,4140000
34617,3/31/2002,2350000,2120000
34617,6/30/2002,3110000,2820000
34617,9/30/2002,3830000,3490000
34618,12/31/2002,848795,783429
34618,3/31/2002,703857,650460
34618,6/30/2002,776772,716465
34618,9/30/2002,800415,737031
34619,12/31/2002,2915,540
34619,3/31/2002,2838,543
34619,6/30/2002,2870,546
34619,9/30/2002,2896,546
34620,12/31/2002,159995,146805
34620,3/31/2002,134532,125589
34620,6/30/2002,144611,135772
34620,9/30/2002,156592,143861
34623,12/31/2002,165870,153109
34623,3/31/2002,144206,133385
34623,6/30/2002,143945,132176
34623,9/30/2002,154333,141991
34624,12/31/2002,42791,38385
34624,3/31/2002,37671,33459
34624,6/30/2002,36661,32204
34624,9/30/2002,42731,38229
34627,12/31/2002,86934,77633
34627,3/31/2002,86718,79145
34627,6/30/2002,89573,82784
34627,9/30/2002,92596,83222
34628,12/31/2002,76411,71103
34628,3/31/2002,68066,63823
34628,6/30/2002,68343,63281
34628,9/30/2002,69938,64549
34634,12/31/2002,74727,66597
34634,3/31/2002,71522,63637
34634,6/30/2002,66610,58673
34634,9/30/2002,67172,59031
34635,12/31/2002,42372,38076
34635,3/31/2002,73545,65532
34635,6/30/2002,72205,64199
34635,9/30/2002,69362,62050
34636,12/31/2002,165011,153519
34636,3/31/2002,133413,124689
34636,6/30/2002,143013,133687
34636,9/30/2002,154504,144604
34638,12/31/2002,59802,54524
34638,3/31/2002,39521,34313
34638,6/30/2002,39096,33867
34638,9/30/2002,51091,45851
34639,12/31/2002,112762,104169
34639,3/31/2002,108982,101359
34639,6/30/2002,106236,97958
34639,9/30/2002,110658,102294
34642,12/31/2002,99089,91151
34642,3/31/2002,98806,91844
34642,6/30/2002,99169,91915
34642,9/30/2002,102022,94303
34643,12/31/2002,42374,35323
34643,3/31/2002,41448,34566
34643,6/30/2002,40317,33400
34643,9/30/2002,38279,31367
34644,12/31/2002,63322,58808
34644,3/31/2002,53837,50113
34644,6/30/2002,54975,50883
34644,9/30/2002,57802,53470
34645,12/31/2002,275555,260476
34645,3/31/2002,281871,268460
34645,6/30/2002,267980,253829
34645,9/30/2002,271545,256701
34647,3/31/2002,104461,92577
34647,6/30/2002,98094,86126
34647,9/30/2002,94873,82635
34647,12/31/2002,112963,84220
34649,12/31/2002,43998,39528
34649,3/31/2002,36546,32240
34649,6/30/2002,34644,30168
34649,9/30/2002,36736,32279
34650,12/31/2002,76299,67526
34650,3/31/2002,68968,61847
34650,6/30/2002,73946,66685
34650,9/30/2002,69380,61839
34651,12/31/2002,282915,263380
34651,3/31/2002,212890,195888
34651,6/30/2002,231843,214070
34651,9/30/2002,258764,240097
34652,12/31/2002,100514,92578
34652,3/31/2002,90894,84057
34652,6/30/2002,95337,87912
34652,9/30/2002,97368,89853
34655,12/31/2002,84410,78114
34655,3/31/2002,58506,52377
34655,6/30/2002,70237,64015
34655,9/30/2002,84915,78592
34656,12/31/2002,187759,171473
34656,3/31/2002,190125,174640
34656,6/30/2002,192511,176276
34656,9/30/2002,191224,174545
34657,12/31/2002,47297,43760
34657,3/31/2002,48044,44697
34657,6/30/2002,49442,46046
34657,9/30/2002,48526,45053
34658,12/31/2002,57997,53103
34658,3/31/2002,51071,46532
34658,6/30/2002,55806,51072
34658,9/30/2002,59196,54372
34659,12/31/2002,5410000,4820000
34659,3/31/2002,3320000,3020000
34659,6/30/2002,3250000,2940000
34659,9/30/2002,3180000,2850000
34660,12/31/2002,53984,49474
34660,3/31/2002,49371,45242
34660,6/30/2002,50484,46234
34660,9/30/2002,53237,48864
34661,12/31/2002,53356,49035
34661,3/31/2002,50062,46188
34661,6/30/2002,51160,47062
34661,9/30/2002,55981,51783
34662,12/31/2002,80913,72556
34662,3/31/2002,77461,70591
34662,6/30/2002,79726,72000
34662,9/30/2002,75308,67096
34663,12/31/2002,134253,120238
34663,3/31/2002,105691,96990
34663,6/30/2002,115474,106232
34663,9/30/2002,133474,124049
34664,3/31/2002,167980,154314
34664,6/30/2002,210251,194936
34664,12/31/2002,280684,263044
34664,9/30/2002,254603,237528
34665,12/31/2002,84311,78213
34665,3/31/2002,53361,48870
34665,6/30/2002,61264,56613
34665,9/30/2002,69346,64550
34666,12/31/2002,51693,47047
34666,3/31/2002,47442,43426
34666,6/30/2002,47960,43580
34666,9/30/2002,49989,45418
34668,12/31/2002,6029,2700
34668,3/31/2002,8057,3104
34668,6/30/2002,7471,3033
34668,9/30/2002,7638,3656
34669,12/31/2002,99144,94230
34669,3/31/2002,64737,59258
34669,6/30/2002,69803,64778
34669,9/30/2002,81672,76516
34673,12/31/2002,163909,149997
34673,3/31/2002,128803,118591
34673,6/30/2002,142066,131566
34673,9/30/2002,169755,158535
34674,12/31/2002,120310,108448
34674,3/31/2002,109624,98821
34674,6/30/2002,112301,101065
34674,9/30/2002,124735,113102
34675,12/31/2002,92276,82410
34675,3/31/2002,85745,76973
34675,6/30/2002,83642,74453
34675,9/30/2002,88698,79080
34676,3/31/2002,106414,97205
34676,6/30/2002,107498,97889
34676,9/30/2002,124061,113941
34676,12/31/2002,125955,115569
34677,12/31/2002,120153,109207
34677,3/31/2002,111693,101841
34677,6/30/2002,111487,101107
34677,9/30/2002,123785,113119
34678,12/31/2002,130895,118961
34678,3/31/2002,113961,105656
34678,6/30/2002,119465,110358
34678,9/30/2002,128513,118652
34680,12/31/2002,1710000,1230000
34680,3/31/2002,1910000,1510000
34680,6/30/2002,2030000,1580000
34680,9/30/2002,2100000,1630000
34681,12/31/2002,296755,269215
34681,3/31/2002,194130,176534
34681,6/30/2002,213164,192159
34681,9/30/2002,268049,242705
34682,12/31/2002,100894,94566
34682,3/31/2002,94438,87730
34682,6/30/2002,90970,84342
34682,9/30/2002,88612,82057
34683,12/31/2002,166105,150839
34683,3/31/2002,137913,123971
34683,6/30/2002,154970,140369
34683,9/30/2002,163154,148269
34684,12/31/2002,52918,46978
34684,3/31/2002,39885,35146
34684,6/30/2002,44278,38794
34684,9/30/2002,46547,40847
34685,12/31/2002,46284,39041
34685,3/31/2002,42359,35658
34685,6/30/2002,46144,39313
34685,9/30/2002,47775,40799
34686,12/31/2002,56462,52050
34686,3/31/2002,53256,49146
34686,6/30/2002,54521,50263
34686,9/30/2002,56473,52084
34687,3/31/2002,48945,43879
34687,12/31/2002,52963,47593
34687,6/30/2002,49199,43942
34687,9/30/2002,48198,42858
34688,12/31/2002,129998,118380
34688,3/31/2002,103929,94287
34688,6/30/2002,122688,112152
34688,9/30/2002,127603,116357
34689,12/31/2002,87589,79340
34689,3/31/2002,83273,75801
34689,6/30/2002,83175,75481
34689,9/30/2002,94610,86614
34690,12/31/2002,54923,53192
34690,3/31/2002,60232,58185
34690,6/30/2002,57875,55831
34690,9/30/2002,56986,54954
34692,12/31/2002,132335,121870
34692,3/31/2002,122212,113153
34692,6/30/2002,125661,116015
34692,9/30/2002,129833,119772
34694,12/31/2002,30695,27520
34694,3/31/2002,26896,23929
34694,6/30/2002,28225,25219
34694,9/30/2002,27098,23945
34696,12/31/2002,355946,143714
34696,3/31/2002,393566,96263
34696,6/30/2002,452668,150483
34696,9/30/2002,440243,134189
34697,12/31/2002,253533,200539
34697,3/31/2002,219513,177888
34697,6/30/2002,252207,206662
34697,9/30/2002,274288,225160
34699,12/31/2002,148470,129074
34699,3/31/2002,98196,87672
34699,6/30/2002,104466,84526
34699,9/30/2002,114640,94976
34700,12/31/2002,116570,105213
34700,3/31/2002,103574,93593
34700,6/30/2002,110809,100252
34700,9/30/2002,114009,102889
34702,12/31/2002,38996,35127
34702,3/31/2002,32413,28813
34702,6/30/2002,35441,31733
34702,9/30/2002,35938,32147
34705,12/31/2002,15754,11718
34705,3/31/2002,11896,7971
34705,6/30/2002,13138,9168
34705,9/30/2002,13857,9852
34707,12/31/2002,82386,74356
34707,3/31/2002,79341,72367
34707,6/30/2002,85218,77746
34707,9/30/2002,78438,70673
34708,12/31/2002,75251,68440
34708,3/31/2002,71469,65535
34708,6/30/2002,72406,65978
34708,9/30/2002,76168,69566
34709,12/31/2002,48192,44947
34709,3/31/2002,40933,38067
34709,6/30/2002,44447,41498
34709,9/30/2002,46873,43832
34710,12/31/2002,32990,11588
34710,3/31/2002,25455,5048
34710,6/30/2002,25498,5380
34710,9/30/2002,30553,9953
34711,12/31/2002,46163,37430
34711,3/31/2002,44364,36044
34711,6/30/2002,44883,36330
34711,9/30/2002,45755,37025
34713,3/31/2002,124465,113927
34713,6/30/2002,121766,110862
34713,9/30/2002,130531,119349
34713,12/31/2002,132318,117471
34715,12/31/2002,170213,153882
34715,3/31/2002,133714,118306
34715,6/30/2002,144337,128615
34715,9/30/2002,158882,142825
34716,12/31/2002,231827,214517
34716,3/31/2002,148560,137527
34716,6/30/2002,181183,167517
34716,9/30/2002,197260,180958
34717,12/31/2002,158161,147339
34717,3/31/2002,120083,109933
34717,6/30/2002,128175,117736
34717,9/30/2002,138878,128260
34718,12/31/2002,120374,110888
34718,3/31/2002,105189,95892
34718,6/30/2002,104434,94861
34718,9/30/2002,111989,102463
34719,12/31/2002,72393,63174
34719,3/31/2002,70923,62863
34719,6/30/2002,71575,62790
34719,9/30/2002,71601,62271
34720,12/31/2002,149788,133111
34720,6/30/2002,119394,106685
34720,9/30/2002,129872,117251
34720,3/31/2002,116743,104299
34721,12/31/2002,24246,19669
34721,3/31/2002,21632,17102
34721,6/30/2002,22162,17623
34721,9/30/2002,23959,19395
34723,12/31/2002,30592,6568
34723,3/31/2002,36724,5996
34723,6/30/2002,34734,5895
34723,9/30/2002,32703,6206
34726,12/31/2002,336309,303080
34726,3/31/2002,284144,253457
34726,6/30/2002,296171,264484
34726,9/30/2002,309850,277160
34727,12/31/2002,146110,133362
34727,3/31/2002,133058,122336
34727,6/30/2002,133560,122702
34727,9/30/2002,143078,132202
34728,12/31/2002,336250,312754
34728,3/31/2002,288538,267836
34728,6/30/2002,320481,298599
34728,9/30/2002,332837,310181
34733,12/31/2002,483135,449403
34733,3/31/2002,326785,308289
34733,6/30/2002,394490,363277
34733,9/30/2002,443511,409972
34738,12/31/2002,94529,89279
34738,3/31/2002,76212,71608
34738,6/30/2002,80792,75970
34738,9/30/2002,83408,78331
34739,12/31/2002,75996,70873
34739,3/31/2002,62460,57638
34739,6/30/2002,76706,71878
34739,9/30/2002,76810,71878
34741,12/31/2002,80777,74525
34741,3/31/2002,69618,64238
34741,6/30/2002,73911,68277
34741,9/30/2002,77887,71938
34742,12/31/2002,347789,323460
34742,3/31/2002,261240,242714
34742,6/30/2002,285530,264977
34742,9/30/2002,336968,313856
34743,12/31/2002,61860,57486
34743,3/31/2002,56592,52448
34743,6/30/2002,58513,54297
34743,9/30/2002,56808,52497
34746,12/31/2002,6760000,4780000
34746,3/31/2002,6880000,5050000
34746,6/30/2002,6090000,4230000
34746,9/30/2002,7340000,5430000
34747,12/31/2002,53357,45733
34747,3/31/2002,51990,45102
34747,6/30/2002,52908,45638
34747,9/30/2002,53375,45856
34748,12/31/2002,49231,42346
34748,3/31/2002,29890,24390
34748,6/30/2002,33800,27694
34748,9/30/2002,38066,31379
34750,12/31/2002,102357,93097
34750,3/31/2002,92414,83623
34750,6/30/2002,98705,89764
34750,9/30/2002,101988,92865
34752,12/31/2002,40024,36764
34752,3/31/2002,34367,31447
34752,6/30/2002,37467,34386
34752,9/30/2002,40383,37179
34755,12/31/2002,170609,150290
34755,3/31/2002,146751,128521
34755,6/30/2002,154020,134349
34755,9/30/2002,159883,139777
34757,12/31/2002,81306,74686
34757,3/31/2002,77752,71370
34757,6/30/2002,71820,65372
34757,9/30/2002,77398,70868
34759,12/31/2002,36748,33507
34759,3/31/2002,29938,26543
34759,6/30/2002,33528,30295
34759,9/30/2002,34862,31602
34760,12/31/2002,92454,85327
34760,3/31/2002,82862,76633
34760,6/30/2002,87835,81451
34760,9/30/2002,90836,83907
34762,12/31/2002,152377,141244
34762,3/31/2002,118777,107570
34762,6/30/2002,132632,121838
34762,9/30/2002,140390,129312
34763,12/31/2002,44248,40360
34763,3/31/2002,42831,39191
34763,6/30/2002,42999,39280
34763,9/30/2002,43430,39621
34774,12/31/2002,179425,163933
34774,3/31/2002,120673,110129
34774,6/30/2002,154817,143992
34774,9/30/2002,168619,155492
34775,12/31/2002,1110000,1020000
34775,3/31/2002,766837,706302
34775,6/30/2002,819878,755989
34775,9/30/2002,897637,829978
34776,12/31/2002,149038,135845
34776,3/31/2002,116010,106694
34776,6/30/2002,122143,112595
34776,9/30/2002,143584,133799
34777,12/31/2002,57827,52347
34777,3/31/2002,52668,47677
34777,6/30/2002,52952,47814
34777,9/30/2002,55177,49880
34778,12/31/2002,110035,101473
34778,3/31/2002,95470,87776
34778,6/30/2002,96495,88403
34778,9/30/2002,107010,98631
34779,12/31/2002,5219,1077
34779,3/31/2002,5683,870
34779,6/30/2002,5878,819
34779,9/30/2002,4651,868
34780,12/31/2002,129286,108312
34780,3/31/2002,75787,58072
34780,6/30/2002,80822,62228
34780,9/30/2002,99601,79503
34781,12/31/2002,110806,99585
34781,3/31/2002,77141,67633
34781,6/30/2002,82581,72706
34781,9/30/2002,93914,83339
34782,12/31/2002,739169,616803
34782,3/31/2002,187359,116004
34782,6/30/2002,368090,280005
34782,9/30/2002,515715,408733
34783,12/31/2002,72065,65280
34783,3/31/2002,66409,60297
34783,6/30/2002,70308,63866
34783,9/30/2002,72061,65295
34784,12/31/2002,22023,19704
34784,3/31/2002,21941,19724
34784,6/30/2002,23691,21415
34784,9/30/2002,24631,22295
34785,12/31/2002,177281,162572
34785,3/31/2002,143876,130916
34785,6/30/2002,157964,144524
34785,9/30/2002,166389,152325
34786,12/31/2002,78540,72487
34786,3/31/2002,72278,65902
34786,6/30/2002,82522,76162
34786,9/30/2002,82456,76474
34788,12/31/2002,295507,272080
34788,3/31/2002,237096,222110
34788,6/30/2002,257344,241846
34788,9/30/2002,284620,261688
34789,3/31/2002,150209,138443
34789,6/30/2002,158343,145951
34789,12/31/2002,200083,181143
34789,9/30/2002,180820,162052
34791,12/31/2002,64465,59501
34791,3/31/2002,49765,45374
34791,6/30/2002,56735,52080
34791,9/30/2002,59688,54903
34794,12/31/2002,237098,220274
34794,3/31/2002,130904,120857
34794,6/30/2002,132092,121817
34794,9/30/2002,124039,113523
34795,12/31/2002,96902,88005
34795,3/31/2002,93805,85723
34795,6/30/2002,92789,84324
34795,9/30/2002,95913,87181
34797,12/31/2002,88713,80359
34797,3/31/2002,76710,68693
34797,6/30/2002,81121,72911
34797,9/30/2002,84699,76238
34798,12/31/2002,81142,73328
34798,3/31/2002,66266,60247
34798,6/30/2002,69271,63145
34798,9/30/2002,79877,72209
34799,3/31/2002,325351,282715
34799,6/30/2002,331905,289634
34799,12/31/2002,321901,280543
34799,9/30/2002,331045,289217
34801,12/31/2002,108207,96258
34801,3/31/2002,105130,93553
34801,6/30/2002,100498,88701
34801,9/30/2002,106065,94210
34802,12/31/2002,100774,93853
34802,3/31/2002,74700,68941
34802,6/30/2002,81916,75191
34802,9/30/2002,95841,88971
34803,3/31/2002,106715,98011
34803,6/30/2002,112291,103409
34803,9/30/2002,117913,108905
34803,12/31/2002,127403,118413
34805,3/31/2002,54270,48402
34805,12/31/2002,73791,67603
34805,6/30/2002,62310,56337
34805,9/30/2002,71362,65280
34806,12/31/2002,41642,37172
34806,3/31/2002,31984,29781
34806,6/30/2002,37439,33035
34806,9/30/2002,38667,34220
34807,12/31/2002,116118,103389
34807,3/31/2002,94130,85211
34807,6/30/2002,103808,94677
34807,9/30/2002,108777,96282
34808,12/31/2002,42676,39459
34808,3/31/2002,33361,30439
34808,6/30/2002,35439,32357
34808,9/30/2002,39940,36781
34809,12/31/2002,57375,51989
34809,3/31/2002,54268,49833
34809,6/30/2002,55765,50961
34809,9/30/2002,56281,51133
34811,12/31/2002,82279,75475
34811,3/31/2002,62454,57205
34811,6/30/2002,68966,62977
34811,9/30/2002,77884,71208
34812,12/31/2002,141500,128965
34812,3/31/2002,122580,110840
34812,6/30/2002,124343,112248
34812,9/30/2002,129705,117335
34816,12/31/2002,102446,91879
34816,3/31/2002,88786,78615
34816,6/30/2002,88940,78625
34816,9/30/2002,92020,81557
34817,12/31/2002,78639,72408
34817,3/31/2002,67134,61602
34817,6/30/2002,70481,64685
34817,9/30/2002,73441,67356
34818,12/31/2002,56719,50981
34818,3/31/2002,42842,38495
34818,6/30/2002,48215,43734
34818,9/30/2002,55042,49396
34820,12/31/2002,44633,40814
34820,3/31/2002,42353,38647
34820,6/30/2002,42531,38802
34820,9/30/2002,42878,39095
34821,12/31/2002,149812,138826
34821,3/31/2002,113131,104726
34821,6/30/2002,126594,116359
34821,9/30/2002,143402,132624
34823,12/31/2002,68969,62509
34823,3/31/2002,58060,52966
34823,6/30/2002,64582,59366
34823,9/30/2002,67902,61540
34824,12/31/2002,354223,325533
34824,3/31/2002,311352,285188
34824,6/30/2002,344889,318037
34824,9/30/2002,341012,313232
34828,12/31/2002,352921,328887
34828,3/31/2002,333172,312062
34828,6/30/2002,365505,343287
34828,9/30/2002,336510,313346
34829,12/31/2002,163329,149691
34829,3/31/2002,165159,152441
34829,6/30/2002,161792,148353
34829,9/30/2002,162029,148605
34830,12/31/2002,131860,123604
34830,3/31/2002,72127,66195
34830,6/30/2002,102595,96362
34830,9/30/2002,117488,110224
34831,12/31/2002,38934,32846
34831,3/31/2002,36942,30396
34831,6/30/2002,34073,27921
34831,9/30/2002,37878,31827
34832,12/31/2002,191390,172604
34832,3/31/2002,155956,138954
34832,6/30/2002,166585,148998
34832,9/30/2002,182842,164680
34835,12/31/2002,412427,377928
34835,3/31/2002,298014,267724
34835,6/30/2002,320503,290174
34835,9/30/2002,380262,345158
34836,12/31/2002,89193,81712
34836,3/31/2002,79073,73083
34836,6/30/2002,88159,81020
34836,9/30/2002,90172,82924
34837,12/31/2002,159477,135981
34837,3/31/2002,160785,138444
34837,6/30/2002,158849,135948
34837,9/30/2002,164658,141437
34838,12/31/2002,88581,78045
34838,3/31/2002,85599,75732
34838,6/30/2002,85363,75262
34838,9/30/2002,88248,77823
34839,12/31/2002,137641,128059
34839,3/31/2002,89374,81913
34839,6/30/2002,97918,90250
34839,9/30/2002,105473,97582
34842,3/31/2002,85539,79304
34842,6/30/2002,87258,80799
34842,9/30/2002,91313,84704
34842,12/31/2002,93927,87205
34843,12/31/2002,52766,48147
34843,3/31/2002,37036,32757
34843,6/30/2002,42016,37617
34843,9/30/2002,48218,43704
34844,12/31/2002,61365,55829
34844,3/31/2002,43878,38578
34844,6/30/2002,49372,44005
34844,9/30/2002,56272,50790
34847,12/31/2002,60279,55023
34847,3/31/2002,52495,47799
34847,6/30/2002,55269,50353
34847,9/30/2002,58352,53251
34849,12/31/2002,93500,86147
34849,3/31/2002,78070,71508
34849,6/30/2002,85787,78958
34849,9/30/2002,90189,83015
34851,12/31/2002,433027,402148
34851,6/30/2002,371327,347606
34851,9/30/2002,417543,387062
34851,3/31/2002,344815,322331
34852,12/31/2002,78135,71980
34852,3/31/2002,67349,61646
34852,6/30/2002,73887,68030
34852,9/30/2002,72974,66930
34855,12/31/2002,127575,116223
34855,3/31/2002,106072,95755
34855,6/30/2002,117586,106778
34855,9/30/2002,132867,121666
34856,3/31/2002,27866,25571
34856,12/31/2002,33993,31528
34856,6/30/2002,33570,31245
34856,9/30/2002,35825,33450
34857,12/31/2002,41911,39101
34857,3/31/2002,34647,31997
34857,6/30/2002,38027,35307
34857,9/30/2002,40671,37892
34858,12/31/2002,25775,20262
34858,3/31/2002,44187,38963
34858,6/30/2002,26570,21341
34858,9/30/2002,25114,19846
34859,12/31/2002,60477,53960
34859,3/31/2002,44048,39711
34859,6/30/2002,47825,43482
34859,9/30/2002,50790,46655
34860,12/31/2002,25880,22640
34860,3/31/2002,22665,19724
34860,6/30/2002,22811,19764
34860,9/30/2002,24342,21250
34861,12/31/2002,231053,207085
34861,3/31/2002,171196,148291
34861,6/30/2002,194585,171190
34861,9/30/2002,211160,187372
34862,12/31/2002,234340,215542
34862,3/31/2002,199594,183647
34862,6/30/2002,212583,195840
34862,9/30/2002,225815,208176
34863,12/31/2002,59051,50818
34863,3/31/2002,48866,41827
34863,6/30/2002,53414,46272
34863,9/30/2002,60108,51903
34864,12/31/2002,172715,159541
34864,3/31/2002,142552,131392
34864,6/30/2002,164500,152557
34864,9/30/2002,165534,152940
34865,3/31/2002,145112,130470
34865,6/30/2002,153616,138605
34865,12/31/2002,177492,162036
34865,9/30/2002,164797,149699
34866,12/31/2002,63012,58150
34866,3/31/2002,57394,53518
34866,6/30/2002,58751,54355
34866,9/30/2002,61162,56554
34868,12/31/2002,214925,197741
34868,3/31/2002,193630,177580
34868,6/30/2002,197866,181399
34868,9/30/2002,208625,191737
34869,12/31/2002,121251,111562
34869,6/30/2002,110426,101883
34869,9/30/2002,118784,110139
34869,3/31/2002,102778,94638
34870,12/31/2002,58387,53008
34870,3/31/2002,47598,43510
34870,6/30/2002,49604,45414
34870,9/30/2002,55168,50945
34871,12/31/2002,77505,72601
34871,3/31/2002,66436,61376
34871,6/30/2002,66546,61671
34871,9/30/2002,64609,59724
34872,12/31/2002,24118,20844
34872,3/31/2002,24579,21930
34872,6/30/2002,25201,22223
34872,9/30/2002,25162,22171
34873,12/31/2002,60157,55489
34873,3/31/2002,51682,47497
34873,6/30/2002,56902,52554
34873,9/30/2002,62918,58398
34875,12/31/2002,38033,34304
34875,3/31/2002,27607,24851
34875,6/30/2002,30512,27743
34875,9/30/2002,33280,29549
34876,12/31/2002,147340,134002
34876,3/31/2002,83024,75125
34876,6/30/2002,107577,99526
34876,9/30/2002,141852,128563
34877,12/31/2002,225610,205677
34877,3/31/2002,170159,157378
34877,6/30/2002,202408,186837
34877,9/30/2002,216204,197107
34878,12/31/2002,44128,41226
34878,3/31/2002,50752,46682
34878,6/30/2002,45722,41623
34878,9/30/2002,47608,43883
34879,12/31/2002,34222,31179
34879,3/31/2002,36078,32885
34879,6/30/2002,38517,35236
34879,9/30/2002,35206,32040
34880,12/31/2002,179543,167918
34880,3/31/2002,140929,132210
34880,6/30/2002,154742,145780
34880,9/30/2002,178290,167008
34881,3/31/2002,242955,223570
34881,12/31/2002,325906,300233
34881,6/30/2002,256786,236178
34881,9/30/2002,305152,283635
34885,12/31/2002,57077,52673
34885,6/30/2002,55700,51675
34885,9/30/2002,53997,49781
34885,3/31/2002,47173,43319
34886,12/31/2002,143858,132170
34886,3/31/2002,131309,120630
34886,6/30/2002,131800,120782
34886,9/30/2002,138242,126798
34887,12/31/2002,44751,40682
34887,3/31/2002,35821,31666
34887,6/30/2002,37757,33540
34887,9/30/2002,41527,37101
34888,12/31/2002,130903,113275
34888,3/31/2002,91400,82765
34888,6/30/2002,96310,87259
