id,date,security
19595,6/30/2002,207
31953,3/31/2002,16506
19459,3/31/2002,0
5436,12/31/2002,7
5214,3/31/2002,4063
24244,3/31/2002,3233
34612,6/30/2002,23996
10989,12/31/2002,31
27614,12/31/2002,123939
17470,3/31/2002,0
30428,3/31/2002,104509
10618,6/30/2002,965
11674,3/31/2002,1893
10166,12/31/2002,2278
18618,9/30/2002,71488
19340,12/31/2002,804
57280,3/31/2002,0
27240,9/30/2002,2578
3303,12/31/2002,0
18030,9/30/2002,1793
4766,9/30/2002,335
19755,3/31/2002,1455
27362,9/30/2002,64
15302,3/31/2002,6242
35390,6/30/2002,0
9967,12/31/2002,1409
15555,3/31/2002,11
16276,9/30/2002,806
10004,9/30/2002,7280
803,3/31/2002,280638
11871,6/30/2002,27023
29177,12/31/2002,15978
32362,3/31/2002,495
28914,12/31/2002,29111
6861,3/31/2002,15452
10538,12/31/2002,193942
26427,12/31/2002,0
6584,12/31/2002,4176
35285,12/31/2002,2555
22121,3/31/2002,0
27316,6/30/2002,4554
15267,9/30/2002,17
31774,6/30/2002,10
9174,6/30/2002,0
34651,12/31/2002,5150
4779,9/30/2002,4554
28346,3/31/2002,4516
14251,12/31/2002,335
2191,12/31/2002,1013
32614,12/31/2002,521905
30073,6/30/2002,162248
2375,3/31/2002,0
35246,9/30/2002,0
1802,9/30/2002,2937
57251,9/30/2002,0
32317,9/30/2002,686
35446,9/30/2002,0
5268,3/31/2002,7616
2752,3/31/2002,11400
26635,6/30/2002,106313
4054,12/31/2002,0
34443,9/30/2002,0
8093,3/31/2002,2356
4056,6/30/2002,125
3270,9/30/2002,7942
34119,12/31/2002,2933
34936,6/30/2002,17526
29835,6/30/2002,0
17482,3/31/2002,2588
3109,12/31/2002,1044
34161,3/31/2002,9525
22105,6/30/2002,51843
19662,6/30/2002,7111
13879,6/30/2002,17685
21230,9/30/2002,204284
29358,9/30/2002,0
3098,3/31/2002,1358
29645,9/30/2002,1401
327,9/30/2002,4980
28781,3/31/2002,8708
26854,6/30/2002,0
4769,9/30/2002,1833
34794,9/30/2002,3474
57134,12/31/2002,0
8829,6/30/2002,0
22411,3/31/2002,725
3230,12/31/2002,4569
22598,9/30/2002,0
3818,6/30/2002,8761
24481,9/30/2002,2886
9893,9/30/2002,1117
4853,6/30/2002,0
34981,3/31/2002,5402
11990,6/30/2002,2066
27033,12/31/2002,458
14185,3/31/2002,748
2204,6/30/2002,35579
28157,3/31/2002,0
13664,9/30/2002,833
26295,12/31/2002,132509
5544,12/31/2002,22695
10894,12/31/2002,0
12216,3/31/2002,648
33655,9/30/2002,0
11232,3/31/2002,5001
25273,9/30/2002,28417
14149,12/31/2002,308597
25054,6/30/2002,520
7658,12/31/2002,49624
1095,3/31/2002,4309
7213,3/31/2002,15800000
32393,12/31/2002,6012
14922,12/31/2002,0
32293,12/31/2002,0
27048,3/31/2002,4433
6105,12/31/2002,41790
12936,6/30/2002,47980
33949,9/30/2002,7095
3732,9/30/2002,38791
35440,3/31/2002,491
3579,3/31/2002,0
19603,12/31/2002,0
11136,12/31/2002,2423
4796,6/30/2002,1772
10928,6/30/2002,1214
25192,9/30/2002,60441
9463,9/30/2002,0
26280,6/30/2002,4145
12303,6/30/2002,22590
32712,6/30/2002,172803
18914,6/30/2002,9967
30278,9/30/2002,4960000
8270,9/30/2002,10294
26753,9/30/2002,14863
1906,12/31/2002,3
34802,9/30/2002,3926
15194,6/30/2002,11196
15608,9/30/2002,9135
4442,3/31/2002,4110
12373,6/30/2002,0
90200,9/30/2002,26459
19736,3/31/2002,0
34533,3/31/2002,2891
32611,6/30/2002,492
31118,9/30/2002,18309
91247,12/31/2002,1352
34932,12/31/2002,27805
4048,6/30/2002,72667
13421,12/31/2002,302
34723,12/31/2002,20552
16301,3/31/2002,0
2205,9/30/2002,2964
3605,6/30/2002,2320
29578,12/31/2002,12283
35269,12/31/2002,0
29631,3/31/2002,116
4161,12/31/2002,40803
2239,9/30/2002,45749
81,6/30/2002,1509
16512,9/30/2002,44534
4707,12/31/2002,24878
57363,12/31/2002,0
27776,6/30/2002,9511
20769,9/30/2002,0
3639,6/30/2002,0
13718,9/30/2002,5980000
15768,6/30/2002,0
15728,12/31/2002,44
4993,6/30/2002,158014
3785,6/30/2002,463
20099,9/30/2002,3034
24243,6/30/2002,52078
17769,12/31/2002,2040
3361,3/31/2002,0
29170,3/31/2002,46515
2290,6/30/2002,5
15062,3/31/2002,0
5818,3/31/2002,10
57359,12/31/2002,0
26944,6/30/2002,943
34011,12/31/2002,0
17563,9/30/2002,5716
11085,6/30/2002,0
57038,9/30/2002,5767
27232,12/31/2002,5056
11807,9/30/2002,0
18454,6/30/2002,3984
12736,12/31/2002,624
29268,6/30/2002,21682
5503,6/30/2002,0
16511,6/30/2002,10650
27670,6/30/2002,134553
11228,9/30/2002,57
1865,3/31/2002,9051
3698,6/30/2002,4786
34831,3/31/2002,0
23468,3/31/2002,504
34253,3/31/2002,7641
32749,9/30/2002,92453
34818,3/31/2002,722
23891,6/30/2002,0
35464,9/30/2002,2400
15104,9/30/2002,5660
35207,9/30/2002,1553
57109,12/31/2002,1963
4530,3/31/2002,6852
28513,9/30/2002,14557
18051,9/30/2002,6942
2756,9/30/2002,618909
413,3/31/2002,123279
4239,9/30/2002,44169
57035,6/30/2002,2870
26977,6/30/2002,3017
15953,12/31/2002,8492
27847,6/30/2002,0
713,12/31/2002,53129
25849,9/30/2002,0
1875,3/31/2002,0
9168,3/31/2002,179
15214,3/31/2002,0
12094,9/30/2002,0
34239,9/30/2002,15202
4290,3/31/2002,1494
22974,12/31/2002,0
33371,9/30/2002,0
18959,12/31/2002,9156
9127,3/31/2002,381
26658,3/31/2002,1523
28471,3/31/2002,17379
15052,6/30/2002,0
19381,9/30/2002,18589
35005,3/31/2002,12
34835,6/30/2002,270
23257,3/31/2002,1536
34647,3/31/2002,0
33568,9/30/2002,14322
1923,3/31/2002,0
9073,9/30/2002,14221
17068,3/31/2002,780
18566,9/30/2002,1546
33880,3/31/2002,4249
13551,12/31/2002,501
3813,6/30/2002,16788
28997,9/30/2002,88720
10878,6/30/2002,4431
3817,9/30/2002,8089
5452,12/31/2002,45073
26449,3/31/2002,6711
17982,9/30/2002,520
14178,6/30/2002,0
28407,12/31/2002,26373
3348,12/31/2002,22149
8495,9/30/2002,3076
314,3/31/2002,2204
16386,3/31/2002,15957
35462,3/31/2002,0
35338,3/31/2002,2811
33785,12/31/2002,3276
2330,6/30/2002,179
1899,12/31/2002,111886
25222,9/30/2002,983
28723,6/30/2002,9174
14704,6/30/2002,32363
12223,12/31/2002,551
1757,6/30/2002,14594
16803,12/31/2002,74126
16111,6/30/2002,52001
8296,3/31/2002,11972
14479,12/31/2002,12
29087,9/30/2002,2603
20156,9/30/2002,5588
13879,3/31/2002,9497
26541,3/31/2002,674
10191,6/30/2002,878
1946,6/30/2002,2775
14023,3/31/2002,3311
33815,6/30/2002,1495
32574,12/31/2002,890416
10439,12/31/2002,1636
33701,3/31/2002,0
10458,12/31/2002,5667
9968,9/30/2002,5326
9189,9/30/2002,6360
27704,9/30/2002,0
57368,9/30/2002,2027
17685,3/31/2002,3
15415,6/30/2002,4
16167,12/31/2002,0
21495,12/31/2002,6523
1089,9/30/2002,3231
35365,9/30/2002,18377
32018,9/30/2002,2365
35044,9/30/2002,6533
4995,12/31/2002,55339
9334,3/31/2002,0
19649,6/30/2002,4315
10853,3/31/2002,0
22525,3/31/2002,12511
1982,6/30/2002,3698
9388,9/30/2002,0
22643,6/30/2002,22759
34421,9/30/2002,2264
12608,12/31/2002,33269
34705,3/31/2002,0
31090,3/31/2002,9
17456,6/30/2002,19081
15763,3/31/2002,1903
5198,9/30/2002,1245
11358,12/31/2002,3202
35327,3/31/2002,0
29227,9/30/2002,12768
17764,6/30/2002,1405
23764,3/31/2002,58
3947,6/30/2002,2740
4185,3/31/2002,1367
20296,9/30/2002,155700
14420,12/31/2002,75754
17811,3/31/2002,30329
35257,3/31/2002,6899
18243,9/30/2002,0
2252,3/31/2002,1510000
16469,9/30/2002,338
11726,6/30/2002,622
10360,3/31/2002,64093
13729,3/31/2002,14
16400,9/30/2002,14550
34839,9/30/2002,0
57070,6/30/2002,0
34932,6/30/2002,0
26760,9/30/2002,15
18072,3/31/2002,25511
9935,3/31/2002,3360
28599,6/30/2002,2909
2448,12/31/2002,523
9576,9/30/2002,2880000
28923,12/31/2002,42852
15423,6/30/2002,0
12485,12/31/2002,7000
29550,9/30/2002,2
10127,6/30/2002,0
14061,12/31/2002,0
28222,9/30/2002,97910
11908,9/30/2002,0
33818,9/30/2002,0
19736,6/30/2002,0
28136,9/30/2002,4039
20164,6/30/2002,62271
2210,9/30/2002,402999
1627,3/31/2002,2925
16022,12/31/2002,3620000
2598,3/31/2002,0
5766,12/31/2002,98567
4919,9/30/2002,19204
26942,6/30/2002,35928
18094,12/31/2002,393
17060,12/31/2002,9308
10045,9/30/2002,568
27064,6/30/2002,145452
235,9/30/2002,764
27942,6/30/2002,45026
34682,6/30/2002,4930
22469,3/31/2002,6198
11446,6/30/2002,6730
4049,9/30/2002,453
15288,12/31/2002,499
35241,9/30/2002,0
16307,12/31/2002,1059
26393,3/31/2002,999
19040,9/30/2002,56474
28585,12/31/2002,3300
33949,12/31/2002,9430
34469,3/31/2002,3432
8845,6/30/2002,0
3914,12/31/2002,368
4444,12/31/2002,8714
11908,12/31/2002,0
30243,3/31/2002,15595
28888,9/30/2002,165665
3303,6/30/2002,0
16232,3/31/2002,931
8390,3/31/2002,9301
8563,3/31/2002,0
18407,9/30/2002,5410
33506,12/31/2002,0
3075,9/30/2002,4203
26567,9/30/2002,10
35463,6/30/2002,0
178,12/31/2002,0
22609,12/31/2002,69
3304,9/30/2002,0
30887,3/31/2002,575265
7151,9/30/2002,13611
27054,9/30/2002,8474
27716,6/30/2002,4788
13789,12/31/2002,0
7759,6/30/2002,134384
31109,9/30/2002,1079
23739,3/31/2002,1103
15696,12/31/2002,15942
12214,6/30/2002,8591
17346,12/31/2002,0
10308,12/31/2002,1054
28302,12/31/2002,11493
3688,9/30/2002,0
19245,6/30/2002,26826
9660,6/30/2002,0
23275,6/30/2002,3434
19796,6/30/2002,2157
4712,12/31/2002,34
27281,6/30/2002,4456
34894,12/31/2002,804
34567,6/30/2002,0
35346,6/30/2002,0
27581,9/30/2002,15
13715,9/30/2002,9
30568,6/30/2002,6081
30693,6/30/2002,0
14445,9/30/2002,0
14785,12/31/2002,0
30248,3/31/2002,2666
14764,6/30/2002,13764
35224,6/30/2002,4277
19288,6/30/2002,10725
17441,6/30/2002,0
31313,12/31/2002,7379
8426,9/30/2002,74678
16001,6/30/2002,22167
20479,3/31/2002,835
1808,6/30/2002,0
32368,12/31/2002,9257
264,9/30/2002,0
17772,6/30/2002,0
23182,9/30/2002,99
5402,6/30/2002,0
9820,6/30/2002,226
9752,3/31/2002,1474
7533,6/30/2002,7334
19502,12/31/2002,0
34694,9/30/2002,192
2281,12/31/2002,87892
57203,9/30/2002,0
35141,3/31/2002,11543
28259,6/30/2002,14403
90181,6/30/2002,155
14893,12/31/2002,11
3355,12/31/2002,50239
18489,6/30/2002,34
18592,12/31/2002,33996
35258,6/30/2002,15674
26190,9/30/2002,910
4239,12/31/2002,40144
29226,3/31/2002,681577
622,6/30/2002,1790000
16026,3/31/2002,456901
35543,6/30/2002,0
12408,12/31/2002,20
30579,9/30/2002,117942
8224,12/31/2002,15961
8695,3/31/2002,3770
7919,12/31/2002,8561
21413,12/31/2002,0
10597,12/31/2002,0
18889,6/30/2002,2747
35276,6/30/2002,224
13718,12/31/2002,5050000
16584,6/30/2002,0
11573,3/31/2002,14193
9641,12/31/2002,0
21765,9/30/2002,140026
23834,3/31/2002,0
33618,3/31/2002,172
22665,6/30/2002,26726
10571,9/30/2002,76
4392,3/31/2002,672094
16643,9/30/2002,13501
29712,6/30/2002,6601
20152,6/30/2002,7618
10520,3/31/2002,0
21492,3/31/2002,42456
20001,6/30/2002,124057
30058,9/30/2002,1353
30878,6/30/2002,0
16803,9/30/2002,60686
20479,6/30/2002,605
23306,12/31/2002,0
3705,6/30/2002,50500
34794,6/30/2002,3812
1701,12/31/2002,1596
27010,9/30/2002,218
35048,6/30/2002,4807
5823,6/30/2002,1568
16764,3/31/2002,33
28449,6/30/2002,87460
20626,6/30/2002,59042
26267,9/30/2002,26761
17658,6/30/2002,28891
21693,3/31/2002,306
256,12/31/2002,3271
33956,6/30/2002,0
18958,6/30/2002,6832
33527,12/31/2002,711
34262,3/31/2002,0
16281,6/30/2002,1244
9088,9/30/2002,26182
14671,9/30/2002,5596
28179,9/30/2002,0
19350,6/30/2002,1503
628,12/31/2002,44200000
23989,6/30/2002,3761
32649,9/30/2002,0
30394,12/31/2002,117450
31559,6/30/2002,0
29882,9/30/2002,27229
23376,3/31/2002,4338
7577,9/30/2002,2912
33565,12/31/2002,20834
12117,3/31/2002,345
34437,3/31/2002,19591
18922,3/31/2002,0
13028,6/30/2002,17365
14952,3/31/2002,2597
14410,12/31/2002,749
18408,6/30/2002,121310
35049,6/30/2002,6267
19040,3/31/2002,31214
19582,12/31/2002,5242
1416,3/31/2002,47
57315,6/30/2002,0
8243,9/30/2002,780
9751,9/30/2002,15630
4514,6/30/2002,6523
57262,12/31/2002,22991
6271,9/30/2002,0
57108,3/31/2002,20658
10346,9/30/2002,89968
19666,6/30/2002,0
5893,9/30/2002,0
267,12/31/2002,5252
11990,9/30/2002,1870
22526,9/30/2002,373
28515,9/30/2002,61055
10036,3/31/2002,0
57086,3/31/2002,0
25233,3/31/2002,35292
12444,6/30/2002,0
57024,9/30/2002,0
6184,3/31/2002,15685
3183,3/31/2002,35596
57168,3/31/2002,0
28533,6/30/2002,66262
57260,6/30/2002,0
17797,6/30/2002,0
3217,9/30/2002,3340
1553,6/30/2002,3402
8527,6/30/2002,39884
29689,12/31/2002,21184
14083,3/31/2002,0
34149,6/30/2002,0
1071,3/31/2002,14617
26267,6/30/2002,13820
29323,3/31/2002,0
16601,3/31/2002,0
23250,12/31/2002,90
22286,12/31/2002,232
16327,6/30/2002,0
9645,3/31/2002,2836
30364,12/31/2002,5311
19213,12/31/2002,6951
16471,3/31/2002,323
27858,3/31/2002,10950
16234,6/30/2002,0
1849,3/31/2002,0
12815,9/30/2002,38802
35284,9/30/2002,4734
13274,12/31/2002,0
13416,3/31/2002,45
33900,9/30/2002,43841
31488,9/30/2002,7709
13585,9/30/2002,0
9041,3/31/2002,6
6881,12/31/2002,102620
31592,12/31/2002,20818
10958,12/31/2002,187
26853,12/31/2002,0
22460,9/30/2002,4928
22469,12/31/2002,3771
5867,12/31/2002,1
3805,3/31/2002,0
9092,12/31/2002,54218
1125,9/30/2002,6265
34697,6/30/2002,0
30929,3/31/2002,51590
21098,6/30/2002,107394
16500,6/30/2002,0
34696,3/31/2002,0
19001,6/30/2002,5268
20198,6/30/2002,16572
8754,6/30/2002,475
17906,9/30/2002,8047
17513,9/30/2002,2121
27998,6/30/2002,0
8128,6/30/2002,27353
34880,9/30/2002,30547
17813,3/31/2002,2718
16133,12/31/2002,5936
19123,12/31/2002,32594
21034,3/31/2002,874
26480,9/30/2002,85081
5740,9/30/2002,371
12089,9/30/2002,0
22286,9/30/2002,0
34879,12/31/2002,0
16983,6/30/2002,0
15091,6/30/2002,15072
7558,6/30/2002,102211
34074,9/30/2002,0
33482,3/31/2002,529
3808,9/30/2002,64
14584,12/31/2002,0
26491,9/30/2002,15518
20954,12/31/2002,33378
3031,6/30/2002,2453
16686,6/30/2002,2134
21525,9/30/2002,940
28555,9/30/2002,5774
30176,6/30/2002,0
14974,3/31/2002,10889
12093,3/31/2002,12261
25679,9/30/2002,335752
27193,6/30/2002,8965
17128,3/31/2002,40
17126,12/31/2002,1284
3759,12/31/2002,6439
22811,3/31/2002,21258
21704,9/30/2002,448
20040,12/31/2002,9861
34918,9/30/2002,3387
23234,12/31/2002,4153
11460,3/31/2002,5532
33999,9/30/2002,5343
35230,6/30/2002,0
10954,3/31/2002,2972
11716,6/30/2002,53
13011,3/31/2002,190
35466,6/30/2002,811
2157,9/30/2002,6717
9521,12/31/2002,4607
21492,6/30/2002,48897
21995,9/30/2002,12791
1857,12/31/2002,0
969,6/30/2002,0
35083,3/31/2002,1286
29829,12/31/2002,13874
2484,12/31/2002,0
14498,12/31/2002,0
28314,9/30/2002,1963
18812,3/31/2002,35348
33930,12/31/2002,12877
27989,9/30/2002,9002
34319,12/31/2002,14594
4542,6/30/2002,1205
21090,6/30/2002,2392
4225,12/31/2002,88
29143,3/31/2002,16
31203,9/30/2002,77678
27381,9/30/2002,20249
18748,6/30/2002,16913
147,6/30/2002,4302
5405,3/31/2002,1355
10600,12/31/2002,7838
35053,3/31/2002,0
8637,6/30/2002,7548
29926,3/31/2002,6712
18872,12/31/2002,14373
8864,6/30/2002,1567
16695,6/30/2002,17633
20954,9/30/2002,40826
57108,12/31/2002,29302
29341,6/30/2002,30496
2226,12/31/2002,19859
27664,3/31/2002,121335
31217,3/31/2002,1954
9017,6/30/2002,6433
20468,12/31/2002,1999
4829,9/30/2002,0
15606,12/31/2002,30
31225,3/31/2002,0
30072,3/31/2002,16346
16089,6/30/2002,18172
27517,9/30/2002,11548
35260,6/30/2002,2564
22139,12/31/2002,14356
30313,6/30/2002,17333
8057,6/30/2002,174940
14912,9/30/2002,0
287,9/30/2002,55136
9489,3/31/2002,498
2993,3/31/2002,52586
30926,12/31/2002,49525
6528,9/30/2002,5031
35342,9/30/2002,0
22090,12/31/2002,891
8572,9/30/2002,488
16344,6/30/2002,2195
5589,12/31/2002,5765
10036,9/30/2002,0
35114,9/30/2002,0
33927,6/30/2002,5299
13953,12/31/2002,4727
18879,12/31/2002,22523
28746,12/31/2002,3361
34049,3/31/2002,19917
29637,9/30/2002,462
926,12/31/2002,13715
26588,12/31/2002,3282
24919,6/30/2002,8927
11136,9/30/2002,27
34763,6/30/2002,0
13246,6/30/2002,14333
15912,9/30/2002,103489
5006,9/30/2002,21659
13712,9/30/2002,9116
34394,6/30/2002,1695
19668,12/31/2002,3629
32039,3/31/2002,80
25645,12/31/2002,18976
6667,12/31/2002,2574
32049,6/30/2002,14269
30846,3/31/2002,43
34304,12/31/2002,9564
16606,9/30/2002,0
30590,6/30/2002,3506
22942,6/30/2002,591
35395,3/31/2002,6200
4519,3/31/2002,13456
5019,9/30/2002,784
28225,12/31/2002,52546
20001,3/31/2002,83570
28585,9/30/2002,2592
26435,6/30/2002,2663
57127,12/31/2002,1025
1249,12/31/2002,1522
10568,9/30/2002,791
30435,3/31/2002,70461
17488,3/31/2002,11595
17959,9/30/2002,0
27897,9/30/2002,0
34934,12/31/2002,1466
6798,3/31/2002,0
614,12/31/2002,41337
34952,12/31/2002,6599
19251,3/31/2002,61
5296,12/31/2002,1230000
35160,3/31/2002,0
16631,6/30/2002,12905
31945,6/30/2002,143
35036,12/31/2002,6301
14597,3/31/2002,1748
26853,3/31/2002,0
20226,9/30/2002,0
31223,12/31/2002,11261
33955,3/31/2002,13717
6592,12/31/2002,939
26446,3/31/2002,499
26397,9/30/2002,13254
3999,6/30/2002,200
29133,6/30/2002,1142
29209,3/31/2002,1211
8774,9/30/2002,11506
22017,12/31/2002,71974
26390,12/31/2002,35403
29901,9/30/2002,1106
7075,12/31/2002,52026
35462,12/31/2002,0
753,3/31/2002,11574
34860,6/30/2002,0
22600,6/30/2002,3373
9176,3/31/2002,3760
34489,6/30/2002,13732
12704,6/30/2002,5133
29231,6/30/2002,10
32917,9/30/2002,22245
9123,12/31/2002,1837
2994,12/31/2002,629
3511,3/31/2002,5600000
29829,9/30/2002,14561
26738,3/31/2002,2755
22366,9/30/2002,13633
34855,6/30/2002,7533
35112,9/30/2002,1485
3193,3/31/2002,17038
28179,12/31/2002,0
10678,12/31/2002,1076
9311,3/31/2002,0
34847,6/30/2002,10331
12417,9/30/2002,622
9700,3/31/2002,18076
5247,6/30/2002,13500
19774,12/31/2002,49
14528,12/31/2002,4676
175,9/30/2002,11222
18892,12/31/2002,12897
22373,12/31/2002,7833
35327,9/30/2002,0
19850,9/30/2002,0
12203,9/30/2002,0
8149,9/30/2002,44991
90268,9/30/2002,9033
30031,3/31/2002,0
14311,6/30/2002,23
5584,3/31/2002,0
29721,6/30/2002,7271
4026,6/30/2002,3862
28631,3/31/2002,12757
90040,9/30/2002,0
16182,12/31/2002,27975
33442,12/31/2002,20
21716,12/31/2002,913061
3376,3/31/2002,9463
16648,6/30/2002,0
21227,6/30/2002,11852
22627,6/30/2002,0
4222,6/30/2002,11272
17491,12/31/2002,162138
34694,3/31/2002,241
16438,3/31/2002,5750
14632,9/30/2002,3
34894,9/30/2002,1026
57177,12/31/2002,0
8057,3/31/2002,156385
8531,6/30/2002,26973
16247,6/30/2002,0
15988,6/30/2002,121113
8896,9/30/2002,150
15632,3/31/2002,0
14009,9/30/2002,0
28,6/30/2002,0
32722,9/30/2002,0
27417,6/30/2002,27747
6845,3/31/2002,0
9066,12/31/2002,4556
28837,12/31/2002,0
19525,9/30/2002,26262
15227,3/31/2002,259
85,12/31/2002,146
11479,3/31/2002,305
22508,12/31/2002,7194
29916,3/31/2002,6837
8532,12/31/2002,2029
2345,3/31/2002,57558
14062,12/31/2002,6855
34986,6/30/2002,1557
18815,6/30/2002,51694
34548,6/30/2002,1050
15237,12/31/2002,0
17225,6/30/2002,1985
27708,3/31/2002,443173
16959,6/30/2002,189
27602,3/31/2002,0
34948,3/31/2002,1995
18115,12/31/2002,19592
12054,3/31/2002,525640
7646,3/31/2002,18391
31595,9/30/2002,89074
889,9/30/2002,5224
15912,12/31/2002,100030
19765,9/30/2002,2214
11660,3/31/2002,8926
35175,9/30/2002,0
5548,12/31/2002,83312
23876,12/31/2002,0
16853,12/31/2002,47577
34541,3/31/2002,6762
3599,6/30/2002,84
29170,12/31/2002,35654
10164,6/30/2002,504
26395,6/30/2002,18799
19300,12/31/2002,48384
11777,6/30/2002,14454
3067,3/31/2002,27535
9319,12/31/2002,44893
1396,3/31/2002,5
34665,3/31/2002,0
27090,6/30/2002,882
5768,3/31/2002,21
29058,9/30/2002,202685
14930,12/31/2002,0
7613,9/30/2002,33471
9470,3/31/2002,12287
3258,12/31/2002,7678
16951,9/30/2002,4016
29943,6/30/2002,136915
28126,12/31/2002,24105
11785,12/31/2002,7496
878,9/30/2002,13325
15923,3/31/2002,1384
4738,3/31/2002,2613
17459,6/30/2002,0
27010,6/30/2002,293
27096,12/31/2002,15313
21673,9/30/2002,32252
19788,3/31/2002,5957
8545,12/31/2002,45
3275,3/31/2002,20691
3715,6/30/2002,6334
32571,3/31/2002,833
34919,6/30/2002,0
15116,6/30/2002,0
11297,9/30/2002,0
14158,6/30/2002,11386
9077,9/30/2002,11514
7502,6/30/2002,3159
11788,6/30/2002,6004
14735,6/30/2002,2058
9088,6/30/2002,28808
16039,3/31/2002,34268
23216,6/30/2002,0
12308,12/31/2002,0
34398,3/31/2002,0
20040,6/30/2002,9130
35112,3/31/2002,1283
19975,9/30/2002,42572
16980,3/31/2002,76828
5425,3/31/2002,57
19416,3/31/2002,78882
14225,6/30/2002,43
24199,12/31/2002,0
5180,6/30/2002,19
20024,12/31/2002,0
57116,9/30/2002,0
23137,12/31/2002,8400
3000,9/30/2002,4813
3688,12/31/2002,0
91280,12/31/2002,0
1396,12/31/2002,2
27499,12/31/2002,0
10885,3/31/2002,1165
9017,3/31/2002,7085
173,9/30/2002,16035
16516,3/31/2002,0
11181,3/31/2002,20345
31184,3/31/2002,58257
3052,12/31/2002,947
12602,12/31/2002,12726
7502,3/31/2002,3498
10563,3/31/2002,0
28812,12/31/2002,27589
27301,6/30/2002,22090
23597,9/30/2002,785
57025,12/31/2002,0
844,6/30/2002,37791
17322,12/31/2002,819
9036,6/30/2002,15
2733,3/31/2002,981
26549,9/30/2002,16864
25783,6/30/2002,0
34970,3/31/2002,33641
3355,3/31/2002,42822
1871,12/31/2002,3075
4016,9/30/2002,68587
19200,9/30/2002,38
29399,6/30/2002,43993
4218,6/30/2002,6877
2191,6/30/2002,34
14492,6/30/2002,0
10857,9/30/2002,529
10853,12/31/2002,0
5575,9/30/2002,1723
26336,3/31/2002,2421
11669,12/31/2002,174
17863,3/31/2002,526
18915,12/31/2002,437
28565,9/30/2002,678
18089,3/31/2002,361
30306,12/31/2002,38541
23261,12/31/2002,0
34639,3/31/2002,8259
33535,12/31/2002,7386
22242,12/31/2002,758
8289,6/30/2002,892
57391,9/30/2002,0
19184,12/31/2002,47542
15515,9/30/2002,15075
5475,6/30/2002,12
17955,9/30/2002,5797
5090,12/31/2002,3239
9422,6/30/2002,995
6892,12/31/2002,0
35602,12/31/2002,13938
17906,12/31/2002,8724
21521,6/30/2002,0
34913,12/31/2002,105
34786,12/31/2002,0
5119,3/31/2002,108
27142,3/31/2002,7715
12484,12/31/2002,375
16934,9/30/2002,20797
4569,9/30/2002,34111
9378,12/31/2002,1780
34651,3/31/2002,6790
34489,3/31/2002,10865
20161,9/30/2002,10820
1799,9/30/2002,2645
384,9/30/2002,1675
35399,9/30/2002,0
32460,12/31/2002,0
3817,3/31/2002,6257
8126,6/30/2002,4834
90172,6/30/2002,353010
11600,6/30/2002,0
7422,3/31/2002,0
17652,9/30/2002,664
9307,6/30/2002,4871
35354,3/31/2002,0
29725,3/31/2002,1411
25703,9/30/2002,4023
12492,9/30/2002,0
1391,12/31/2002,3493
35007,9/30/2002,0
15136,6/30/2002,3139
15813,12/31/2002,8864
8102,9/30/2002,4942
4506,9/30/2002,78631
9647,9/30/2002,3550
35031,9/30/2002,0
16835,12/31/2002,701038
4019,9/30/2002,8550
4734,12/31/2002,0
10123,3/31/2002,2521
6209,9/30/2002,2852
5223,6/30/2002,21401
17282,12/31/2002,0
14832,3/31/2002,32344
8718,9/30/2002,28
31043,3/31/2002,4306
8514,3/31/2002,1425
4032,12/31/2002,519
659,12/31/2002,40560
9760,9/30/2002,328
14913,12/31/2002,17832
7239,9/30/2002,188829
15887,6/30/2002,0
18780,9/30/2002,0
3232,12/31/2002,6869
13096,12/31/2002,148
1039,9/30/2002,0
34198,12/31/2002,0
12386,6/30/2002,32232
30282,9/30/2002,5493
13397,3/31/2002,163654
25330,6/30/2002,12054
28845,12/31/2002,12694
5105,3/31/2002,296
8102,6/30/2002,4858
32724,9/30/2002,4380
32779,6/30/2002,2683
34660,6/30/2002,0
34982,3/31/2002,4387
22574,3/31/2002,151831
15906,12/31/2002,1381
16757,6/30/2002,377
26006,9/30/2002,7183
90253,3/31/2002,34135
7391,9/30/2002,70793
14178,3/31/2002,0
18853,6/30/2002,16000
11891,6/30/2002,0
34341,9/30/2002,0
4979,12/31/2002,3110000
8604,6/30/2002,2
28246,12/31/2002,21136
4736,6/30/2002,43
4364,12/31/2002,24847
15441,3/31/2002,4290
12769,9/30/2002,23243
17032,12/31/2002,1305
10359,6/30/2002,5454
34101,6/30/2002,0
34488,6/30/2002,0
35217,6/30/2002,30662
1095,6/30/2002,4133
5733,9/30/2002,225
24085,6/30/2002,13039
29637,6/30/2002,562
11972,6/30/2002,33
90017,6/30/2002,0
9526,6/30/2002,0
33842,12/31/2002,6491
4701,3/31/2002,1574
530,12/31/2002,8206
5417,3/31/2002,105
10146,9/30/2002,8500
10136,6/30/2002,18437
16396,9/30/2002,1277
13023,6/30/2002,12679
34992,9/30/2002,146032
17514,6/30/2002,143765
3358,12/31/2002,9967
57069,12/31/2002,0
5347,6/30/2002,3760
18296,6/30/2002,0
19733,6/30/2002,93345
422,6/30/2002,11254
8543,12/31/2002,1498
11636,9/30/2002,101732
27298,3/31/2002,12377
27235,9/30/2002,50489
2372,9/30/2002,1615
10253,9/30/2002,11344
34399,9/30/2002,1023
30722,3/31/2002,4816
