id,date,security,asset,liability
35189,2002-06-30,0,155389,141104
5760,2002-06-30,10000,52878,46283
5417,2002-12-31,80,113223,104560
32611,2002-12-31,492,560,529
16889,2002-09-30,131250,1080000,997132
10741,2002-12-31,1464,44554,40371
823,2002-06-30,35462,273972,244405
21998,2002-03-31,3736,50589,45592
2452,2002-12-31,5315,86953,77242
13997,2002-09-30,0,25899,23168
11636,2002-03-31,53588,570665,521304
12355,2002-12-31,15,30700,28215
27530,2002-03-31,12405,699894,637109
13693,2002-03-31,31160,2490000,2130000
23472,2002-06-30,0,292382,50463
26627,2002-09-30,1257,213222,194718
5753,2002-12-31,1895,57967,50382
10032,2002-03-31,0,67594,54346
30602,2002-06-30,1416,27345,20978
26591,2002-06-30,1971,130029,119815
22683,2002-12-31,252357,1110000,1020000
2689,2002-12-31,15234,105346,88878
35328,2002-06-30,4558,6825,1010
5485,2002-12-31,37512,120223,107117
34748,2002-03-31,26715,29890,24390
28263,2002-12-31,14738,110078,89248
12847,2002-06-30,9950,525200,482943
3217,2002-12-31,2992,81888,72281
22525,2002-06-30,11438,71181,63367
26816,2002-03-31,0,6353,4105
35009,2002-12-31,0,57122,52493
57276,2002-12-31,0,26880,20891
32257,2002-06-30,20502,262222,235359
34709,2002-03-31,4319,40933,38067
34733,2002-09-30,111318,443511,409972
28938,2002-12-31,523,116002,103231
34955,2002-03-31,34922,284252,260584
4977,2002-03-31,1980000,19200000,17600000
19869,2002-12-31,0,48967,42347
16770,2002-06-30,4633,74169,68778
18933,2002-12-31,5010,245090,217413
33990,2002-06-30,2141,40665,36333
28251,2002-03-31,2710000,33300000,30500000
19755,2002-06-30,1328,58471,53028
34256,2002-12-31,2205,151579,140505
3725,2002-12-31,62611,209465,186864
26847,2002-06-30,0,70826,62769
57282,2002-12-31,7920000,20000000,16800000
6134,2002-09-30,15025,574044,534501
1686,2002-09-30,530,95364,80039
32964,2002-12-31,537980,2650000,2410000
31286,2002-06-30,107373,800626,742787
35237,2002-06-30,0,854708,723888
16045,2002-03-31,211712,1050000,953780
57060,2002-03-31,0,58664,53303
12354,2002-09-30,0,36227,30558
16934,2002-06-30,21551,39763,37278
33003,2002-03-31,19981,283237,261815
19563,2002-03-31,2285,136366,125243
4969,2002-09-30,8608,70634,64907
10485,2002-06-30,139,118054,106230
20203,2002-03-31,7,138300,128328
24185,2002-03-31,2836,4130000,3790000
32334,2002-12-31,3946,109050,97559
2147,2002-09-30,4282,232669,202212
14359,2002-06-30,53920,436233,389467
22270,2002-06-30,535,68944,64194
35056,2002-12-31,2306,34480,29470
14960,2002-06-30,93,35899,31740
10175,2002-12-31,2935,88631,76947
35261,2002-09-30,0,25965,22847
5379,2002-12-31,62,43606,38098
57228,2002-12-31,24778,80589,72335
872,2002-03-31,1252,144082,126966
14948,2002-06-30,4228,140937,127704
34095,2002-03-31,0,144010,130443
33930,2002-06-30,15486,59503,54195
30526,2002-03-31,64,12251,9709
26416,2002-06-30,0,24048,21200
32429,2002-03-31,3212,57162,52627
22563,2002-09-30,140539,514265,460073
32532,2002-03-31,3787,58283,53559
484,2002-06-30,2002,23262,17932
5546,2002-06-30,10616,46329,40401
15953,2002-03-31,11377,235121,211010
21121,2002-03-31,9277,286500,260529
26972,2002-03-31,340,62630,57126
28405,2002-03-31,89199,571223,523879
26343,2002-03-31,172,38824,35510
28747,2002-09-30,11595,339571,278832
18880,2002-09-30,6177,210973,190684
11483,2002-03-31,0,13749,12039
15156,2002-12-31,535,52305,43266
12224,2002-12-31,0,178525,162991
34516,2002-12-31,0,97678,89098
13784,2002-12-31,0,66385,58481
5619,2002-06-30,5,14179,12677
8218,2002-06-30,1209,26267,22870
27697,2002-12-31,7095,327692,286194
25302,2002-09-30,213,46353,42168
31595,2002-06-30,78359,486547,452732
25192,2002-03-31,31223,425526,353374
31131,2002-03-31,0,304916,265780
29661,2002-09-30,2983,54814,50062
28926,2002-12-31,12435,44076,41459
28555,2002-12-31,5373,83484,62910
17347,2002-09-30,5147,40429,36293
12716,2002-03-31,186,55034,42838
2270,2002-12-31,15595,10600000,9920000
11290,2002-06-30,32621,462545,421203
5956,2002-06-30,58550,625164,566890
30079,2002-09-30,1096,29921,25137
30022,2002-09-30,8979,170934,156605
12291,2002-09-30,832,204389,178959
3305,2002-12-31,57441,199160,166981
3130,2002-12-31,4203,63334,57452
33341,2002-03-31,4428,80024,74094
9350,2002-12-31,9,35034,31981
11570,2002-09-30,1023,19873,16603
31329,2002-03-31,293,59221,51331
1785,2002-12-31,11812,221943,201334
10044,2002-06-30,55862,700953,606028
1404,2002-06-30,7,101345,94884
5559,2002-09-30,8841,36697,32886
20931,2002-12-31,7874,124420,112839
4624,2002-06-30,1369,73049,66841
4728,2002-03-31,0,19283,16548
5026,2002-06-30,3728,64795,59812
15354,2002-03-31,11600,48492,42304
18616,2002-12-31,1406,93111,86303
33541,2002-06-30,0,198118,183535
9641,2002-03-31,308,35760,31763
8499,2002-06-30,142,37698,33160
17339,2002-09-30,3983,40143,35653
24353,2002-06-30,2144,84448,77593
20130,2002-12-31,12917,209249,189209
1163,2002-03-31,1333,39732,36743
27935,2002-09-30,46287,347506,321609
17358,2002-09-30,5396,92257,84710
27409,2002-12-31,19090,156237,143827
11734,2002-03-31,15295,68214,60935
2379,2002-03-31,14909,103976,89205
4476,2002-06-30,0,25175,21173
10956,2002-09-30,238,75616,69792
26778,2002-03-31,0,28734,26983
19397,2002-12-31,0,204369,171025
15960,2002-03-31,4690000,21100000,19100000
2210,2002-12-31,362981,2220000,1940000
33400,2002-06-30,0,20337,573
21752,2002-12-31,3500,30555,27306
15092,2002-09-30,0,105247,86540
9716,2002-12-31,675,126850,114748
33644,2002-09-30,27334,153994,142652
23181,2002-06-30,288,76530,71413
5469,2002-03-31,1040,48124,40517
29932,2002-03-31,6400,71906,63532
34412,2002-03-31,18294,48291,42905
5956,2002-09-30,57142,631820,571332
35097,2002-09-30,0,38526,34436
24660,2002-03-31,12420,83482,77652
34603,2002-12-31,13261,80977,73637
14293,2002-06-30,9584,45875,40470
27568,2002-06-30,1981,191710,176102
31470,2002-06-30,3799,81033,75899
12186,2002-03-31,13570,104857,95952
34829,2002-06-30,6782,161792,148353
35156,2002-12-31,0,30813,28058
34526,2002-03-31,2628,36032,32872
17347,2002-12-31,4555,40911,36686
17128,2002-06-30,32,111756,97557
15566,2002-09-30,0,50115,43727
12219,2002-06-30,3541,144791,124587
14025,2002-06-30,0,46551,40931
34843,2002-03-31,506,37036,32757
15814,2002-06-30,0,42837,37274
21379,2002-09-30,9875,46641,40944
13990,2002-12-31,3117,27628,24898
993,2002-09-30,3950000,25300000,23100000
19448,2002-03-31,31995,280267,242914
14523,2002-03-31,3704,52232,47705
31936,2002-06-30,17474,59062,54656
16379,2002-12-31,0,25499,23609
22065,2002-03-31,119,124536,112607
33380,2002-03-31,741,95164,85961
29986,2002-03-31,14555,40490,34764
10443,2002-09-30,164,16903,14784
30332,2002-12-31,703,34321,28682
8274,2002-12-31,0,36622,32076
34809,2002-06-30,0,55765,50961
57070,2002-12-31,0,61022,54347
34257,2002-06-30,0,122497,112155
29831,2002-06-30,6271,59118,44325
1209,2002-12-31,34787,287261,260224
1151,2002-03-31,1590,61518,54207
23881,2002-06-30,228349,811871,743393
248,2002-03-31,24,63144,57810
20369,2002-09-30,1357,631486,572433
34700,2002-03-31,15662,103574,93593
30447,2002-12-31,6257,53853,45613
34608,2002-06-30,0,81936,74197
14230,2002-12-31,137,35237,28677
6183,2002-09-30,836,66666,58518
29090,2002-06-30,861,189201,166439
19535,2002-06-30,6091,149001,125383
8268,2002-09-30,0,41626,35344
15956,2002-03-31,52201,645489,566820
2705,2002-03-31,7806,44767,40388
12086,2002-09-30,400,22783,18605
16409,2002-06-30,5464,98565,88818
34738,2002-06-30,2274,80792,75970
27053,2002-12-31,451,23805,20728
25738,2002-06-30,26254,78633,70015
10356,2002-03-31,2495,71478,66072
1786,2002-12-31,7,35304,32908
16547,2002-03-31,4816,80321,73799
5401,2002-09-30,5351,72990,62919
11582,2002-12-31,20082,136547,119315
12873,2002-09-30,18335,80803,76145
17719,2002-09-30,0,16111,14552
23623,2002-03-31,504824,1360000,1270000
1833,2002-06-30,0,185183,161529
18106,2002-03-31,20800,285269,263847
9092,2002-06-30,39926,792524,727733
30219,2002-03-31,22892,99808,93501
10130,2002-06-30,14239,120204,110803
5369,2002-12-31,1983,62144,54589
10936,2002-09-30,8210,224528,204486
25679,2002-06-30,353797,618971,566816
22226,2002-09-30,74568,379094,347586
22444,2002-03-31,1456,123182,111736
16652,2002-03-31,740,64427,59384
12985,2002-12-31,23127,141922,132566
6638,2002-09-30,0,53602,44978
34082,2002-12-31,96,15149,12916
18443,2002-09-30,11658,196521,172515
19294,2002-06-30,11439,45255,36188
33992,2002-09-30,11815,127397,117595
15585,2002-03-31,876,55183,51649
4503,2002-03-31,0,86912,79403
35175,2002-12-31,0,122431,110203
28930,2002-12-31,2728,60695,54762
8724,2002-12-31,3101,32371,29664
34386,2002-06-30,0,38431,30748
31158,2002-09-30,6800,133562,122659
28186,2002-12-31,431,68234,59362
10214,2002-09-30,25240,243774,217425
4160,2002-03-31,5307,61961,55486
16468,2002-06-30,0,16835,15305
23620,2002-06-30,106241,796782,707349
11702,2002-12-31,24930,133252,117213
6947,2002-12-31,44733,288711,257851
29357,2002-06-30,298,56204,50781
17793,2002-09-30,54316,126002,114164
34022,2002-09-30,0,43122,39119
3973,2002-12-31,35225,531412,489716
12214,2002-09-30,7446,52985,47074
21247,2002-03-31,24019,242155,221868
17355,2002-06-30,0,19985,17348
25748,2002-06-30,479,108490,98863
9802,2002-12-31,0,24453,21746
14695,2002-06-30,25215,130999,113953
34855,2002-09-30,7082,132867,121666
3161,2002-09-30,11337,60313,55433
33457,2002-09-30,20424,189931,174053
57056,2002-03-31,0,22634,19487
15111,2002-12-31,17187,71535,66584
21717,2002-09-30,0,15002,13943
30864,2002-03-31,1197,152112,143540
8857,2002-06-30,31,14518,11559
15923,2002-12-31,2777,45499,42340
34566,2002-03-31,3636,62915,55657
27614,2002-09-30,105361,496506,454110
15663,2002-06-30,51418,275283,239708
13798,2002-09-30,15869,68515,58147
30024,2002-06-30,350593,1760000,1620000
34952,2002-09-30,3490,63441,55255
15169,2002-09-30,10459,197333,179849
35280,2002-03-31,0,165124,141146
34784,2002-09-30,0,24631,22295
34623,2002-06-30,726,143945,132176
35356,2002-06-30,57535,353130,315385
9308,2002-12-31,4861,72739,65719
10856,2002-03-31,0,33408,29908
32656,2002-03-31,0,4019,3350
4799,2002-09-30,126463,2510000,2260000
12305,2002-03-31,4210,83023,72315
5434,2002-06-30,14538,163418,136060
33184,2002-03-31,2280000,13800000,11500000
13147,2002-12-31,0,165126,143810
19340,2002-09-30,898,106307,96315
14999,2002-09-30,0,32214,26837
18514,2002-06-30,491,138882,124995
17445,2002-12-31,673,220482,203564
27824,2002-03-31,45984,194495,154855
27425,2002-12-31,12861,202268,185253
57108,2002-09-30,30461,121212,101813
11293,2002-06-30,2985,46491,42563
4290,2002-09-30,1796,79762,69797
10807,2002-12-31,2893,13873,12017
18115,2002-06-30,10598,263820,241345
17108,2002-06-30,57348,244015,219906
16344,2002-12-31,2751,35422,31267
23546,2002-03-31,0,236819,207313
5599,2002-12-31,10778,264643,242970
89,2002-09-30,1981,82212,73624
13011,2002-09-30,141,68792,63094
182,2002-09-30,29641,207662,182062
3677,2002-09-30,8749,122101,108145
30402,2002-06-30,59837,245095,225023
27367,2002-09-30,18279,395752,359342
19350,2002-03-31,1608,7663,7041
463,2002-03-31,2045,483407,428977
33005,2002-06-30,12592,301726,277824
9384,2002-09-30,12,38502,33046
14885,2002-12-31,8934,288956,260800
33450,2002-03-31,0,62357,56075
10666,2002-12-31,51998,826197,761462
57029,2002-06-30,1400,37228,32937
10463,2002-03-31,0,16617,15166
17950,2002-09-30,2016,76472,68095
1417,2002-09-30,4208,84855,73400
14546,2002-06-30,1339,209073,184244
34838,2002-09-30,0,88248,77823
20183,2002-06-30,1481,244527,200619
26460,2002-06-30,44371,181024,168919
17764,2002-03-31,1410,676754,500203
9098,2002-03-31,434,25861,22178
34775,2002-03-31,28872,766837,706302
15687,2002-12-31,4051,61314,54955
35263,2002-06-30,375605,746187,521762
29170,2002-06-30,44422,104470,90493
15326,2002-06-30,46737,81412,74505
14982,2002-09-30,7171,72675,66657
26875,2002-06-30,4549,90700,83733
34431,2002-09-30,12131,79943,71914
15466,2002-12-31,11978,156751,135324
5538,2002-03-31,91,41928,35117
16545,2002-09-30,15692,52334,48231
34681,2002-03-31,24517,194130,176534
17589,2002-03-31,5,16291,13660
35418,2002-06-30,11100,55144,48964
35007,2002-06-30,0,35989,31656
34566,2002-09-30,5629,67154,59452
14331,2002-09-30,4185,92731,83416
34113,2002-09-30,2222,59634,52898
30315,2002-06-30,67,166490,133217
10660,2002-12-31,62203,683384,612138
4405,2002-12-31,14,40803,36656
9425,2002-06-30,140,13081,11597
35291,2002-12-31,2129,30534,25654
5229,2002-12-31,7260,111313,102311
15778,2002-06-30,19757,54365,44738
9794,2002-12-31,1376,110952,101858
13918,2002-03-31,99,62993,57483
21225,2002-03-31,9758,258216,239130
35416,2002-12-31,8126,75648,68500
29521,2002-06-30,8798,79078,66151
15939,2002-06-30,13160,38283,33297
11817,2002-06-30,2906,71952,65951
35327,2002-06-30,0,272801,254539
1438,2002-09-30,11,10729,9266
22739,2002-09-30,1002,49337,44831
8821,2002-06-30,742,54569,49719
30746,2002-09-30,3920000,13900000,13000000
13408,2002-06-30,9403,108220,95868
19304,2002-12-31,24557,156750,143500
90172,2002-12-31,446115,1440000,1350000
33896,2002-09-30,836,91998,84537
7704,2002-09-30,1893,91292,84024
3834,2002-03-31,14650,42364,37467
5867,2002-03-31,1,82195,69056
31980,2002-12-31,769,50169,45853
22085,2002-12-31,606,50071,45235
33960,2002-06-30,2821,154370,142340
17792,2002-12-31,6868,97812,88549
34194,2002-09-30,5322,355063,328441
8086,2002-09-30,3039,47440,40130
3078,2002-03-31,24,46336,41282
8295,2002-03-31,90,104791,95037
32916,2002-09-30,0,56730,52681
1081,2002-09-30,39288,1850000,1700000
34486,2002-09-30,5155,51635,47870
19877,2002-09-30,2699,140567,126934
29544,2002-09-30,11548,204632,180177
31410,2002-03-31,9410,94930,86906
18561,2002-12-31,1615,83783,78577
2945,2002-12-31,516,48238,42678
9982,2002-06-30,33756,655085,607317
31367,2002-03-31,33056,269232,237757
57186,2002-06-30,0,6454,878
51,2002-09-30,3523,97691,88811
22569,2002-12-31,0,44751,36620
35547,2002-12-31,5077,36598,30947
8217,2002-06-30,11,23708,21296
8542,2002-09-30,0,54468,47509
25870,2002-06-30,0,108274,89843
3206,2002-03-31,0,206152,187198
10434,2002-12-31,2322,84697,75103
21521,2002-03-31,0,594048,460497
16440,2002-06-30,16445,88311,77339
14169,2002-03-31,5510,103608,92550
15637,2002-12-31,11271,69203,63584
35381,2002-09-30,2182,67409,59886
23627,2002-09-30,208759,1610000,1480000
20220,2002-09-30,12,123225,101787
21928,2002-06-30,11,70858,64877
13832,2002-06-30,1103,34989,32097
34782,2002-12-31,504413,739169,616803
20290,2002-09-30,35801,109601,97895
34107,2002-03-31,32932,83439,77849
8333,2002-09-30,212,29203,26604
27496,2002-09-30,1027,116504,104682
22229,2002-03-31,2802,41791,38494
6872,2002-12-31,8228,74218,69542
2987,2002-09-30,0,378486,344522
9747,2002-03-31,3202,31102,26744
34821,2002-03-31,18458,113131,104726
57097,2002-06-30,1626,55996,51285
30291,2002-09-30,5495,38091,32083
32347,2002-12-31,0,158592,147684
19736,2002-12-31,0,346854,299883
13662,2002-09-30,221,86270,79355
9614,2002-03-31,3173,12869,10788
16743,2002-12-31,4364,64373,56408
35187,2002-03-31,2286,34854,31888
57232,2002-06-30,0,2338,0
34548,2002-12-31,866,60441,54863
9439,2002-09-30,356,42057,36741
3250,2002-12-31,178690,554852,505433
1006,2002-09-30,7358,149833,137194
10503,2002-06-30,0,33339,27977
14069,2002-09-30,0,21646,16937
14874,2002-09-30,243,776770,660278
29088,2002-03-31,9547,179425,160872
15216,2002-09-30,0,62001,57017
17898,2002-09-30,29489,47228,40724
29645,2002-06-30,1615,21309,19009
11207,2002-06-30,832,96327,88933
11521,2002-03-31,842,21521,18515
28454,2002-03-31,29760,382926,338819
90202,2002-03-31,7138,99039,92139
34348,2002-06-30,11567,167493,154566
19590,2002-12-31,8354,109511,99887
1197,2002-12-31,4895,61455,56389
35286,2002-03-31,0,59071,51335
4856,2002-09-30,2307,106162,96810
34047,2002-09-30,12890,190150,175509
3813,2002-03-31,16899,143017,133492
16707,2002-09-30,0,38451,34797
26559,2002-09-30,10127,292343,269939
26299,2002-09-30,80689,210442,188858
34503,2002-12-31,1541,235151,212527
3376,2002-06-30,7919,125305,107680
15302,2002-09-30,6285,77396,70975
8997,2002-09-30,5589,808956,744134
24675,2002-03-31,6999,109300,97435
16633,2002-03-31,94,14290,13027
5196,2002-12-31,3723,24924,17439
1970,2002-06-30,16254,58061,52960
19101,2002-09-30,0,158496,140588
19468,2002-06-30,3061,136665,123779
35419,2002-03-31,8402,60522,55139
23472,2002-12-31,0,313757,62269
29731,2002-09-30,56893,111169,93388
18610,2002-09-30,455,71712,67031
30385,2002-12-31,1743,51094,46627
15254,2002-09-30,141,7524,6681
90146,2002-06-30,6102,229445,202477
10667,2002-03-31,19898,181508,168456
16151,2002-09-30,1377,38636,35713
9351,2002-03-31,0,20964,19240
57276,2002-09-30,0,23486,17420
32276,2002-06-30,220843,1370000,1290000
2765,2002-09-30,0,88728,73909
30183,2002-06-30,20392,80858,70591
618,2002-09-30,0,117826,101298
1652,2002-03-31,9855,109289,98900
16275,2002-09-30,340,72567,66445
14646,2002-12-31,29915,411493,376876
23115,2002-12-31,199,73444,66817
3685,2002-03-31,53315,1280000,1050000
8821,2002-09-30,660,56098,50815
34160,2002-06-30,1534,67261,58905
6596,2002-06-30,73704,321687,298997
5627,2002-03-31,0,21311,19669
19899,2002-06-30,3248,317601,293639
10816,2002-09-30,211,13370,12330
34326,2002-12-31,0,135980,76890
15369,2002-03-31,616,23444,20208
13046,2002-09-30,2890,134460,120924
3150,2002-03-31,41,20429,18182
9174,2002-12-31,0,171845,153506
35336,2002-12-31,0,37960,33628
18085,2002-06-30,39690,399522,366152
21230,2002-03-31,239822,608897,572241
34959,2002-09-30,2030,122092,112182
29712,2002-03-31,7264,522984,480243
17573,2002-12-31,4576,17748,13599
17233,2002-12-31,29864,504958,452683
33880,2002-09-30,5229,42715,38721
31485,2002-12-31,3150,150008,136013
27252,2002-12-31,4623,67668,63203
15855,2002-03-31,7065,58236,52587
34596,2002-09-30,37068,231488,212934
25621,2002-09-30,21613,136107,124017
13892,2002-12-31,0,33389,29276
10989,2002-03-31,43,88694,79285
19838,2002-03-31,3564,171753,147586
3902,2002-03-31,8951,97001,84970
27330,2002-03-31,95648,302712,288708
19468,2002-09-30,4622,142110,128664
24865,2002-03-31,8022,46535,41537
950,2002-03-31,20458,176035,158334
951,2002-12-31,17444,154512,137644
9108,2002-12-31,941,241207,219672
27184,2002-06-30,52155,855791,779367
33010,2002-09-30,2671,57887,51906
21342,2002-06-30,2,26497,23942
57120,2002-09-30,0,39930,34888
14267,2002-03-31,0,172524,156999
5624,2002-09-30,6758,69139,57846
5198,2002-03-31,1533,108622,96147
57314,2002-09-30,0,49858,43461
26015,2002-03-31,0,128091,114245
32964,2002-09-30,536510,2640000,2390000
35104,2002-09-30,1720,118249,104446
18915,2002-03-31,672,96772,85613
4057,2002-06-30,0,60114,54965
847,2002-03-31,0,46252,40068
33616,2002-03-31,0,84850,78151
34878,2002-09-30,0,47608,43883
24227,2002-03-31,13130,100639,93796
9099,2002-03-31,37098,230510,210272
18116,2002-12-31,52710,179050,165609
1566,2002-12-31,9173,86500,79026
3291,2002-09-30,18504,102673,90326
11244,2002-12-31,17878,92131,78388
5810,2002-03-31,4310,54284,48258
24867,2002-09-30,0,419201,371216
4148,2002-03-31,0,109912,100960
1086,2002-06-30,5397,253896,231568
10581,2002-03-31,5881,118048,105489
13600,2002-12-31,2037,53030,45680
30614,2002-03-31,175075,2350000,2170000
34298,2002-06-30,8394,127438,111521
34881,2002-09-30,9415,305152,283635
8681,2002-09-30,2322,22991,19548
6596,2002-03-31,77638,317084,297610
32148,2002-06-30,950,69813,63611
17378,2002-09-30,0,70324,63456
17883,2002-06-30,0,4747,4323
3099,2002-09-30,22936,92385,84155
4970,2002-12-31,0,110962,101716
18719,2002-09-30,0,40709,37017
13986,2002-06-30,0,32082,29681
11299,2002-09-30,0,122919,112913
3931,2002-06-30,34525,460275,406853
33810,2002-03-31,15247,300727,252884
34820,2002-09-30,2764,42878,39095
21031,2002-03-31,29318,523256,489986
32260,2002-03-31,14696,54470,50232
90179,2002-12-31,7354,317910,280219
35016,2002-12-31,0,68090,61063
31928,2002-03-31,1679,62557,56767
18767,2002-09-30,0,407774,357588
34579,2002-03-31,0,63945,60147
17953,2002-09-30,0,67132,61894
8870,2002-12-31,22607,284265,263018
13244,2002-09-30,0,110660,90625
14735,2002-03-31,2624,53115,47048
18001,2002-09-30,1707,46228,42570
20726,2002-06-30,8946,99504,90898
197,2002-09-30,10734,119174,107746
35202,2002-09-30,8405,144277,128493
3076,2002-12-31,14665,219421,204703
15099,2002-03-31,8370,45607,33661
5915,2002-09-30,968879,2630000,2430000
26268,2002-12-31,469,11477,7840
9123,2002-03-31,5437,261377,240149
8879,2002-03-31,31527,398110,372114
12284,2002-06-30,25,10977,9297
1147,2002-03-31,831,200233,172674
21526,2002-09-30,2437,81049,67716
23306,2002-03-31,0,86019,79798
1556,2002-12-31,0,22120,19335
10814,2002-03-31,16465,239392,219293
35515,2002-06-30,3804,67889,60942
4760,2002-06-30,7707,78026,70588
18321,2002-12-31,34411,244779,229341
6141,2002-09-30,53990,1160000,1050000
26615,2002-06-30,0,103875,94025
27009,2002-06-30,97147,495301,456167
12530,2002-12-31,1052,153369,129918
9216,2002-09-30,133,50887,46086
4534,2002-09-30,102208,1070000,964969
10719,2002-12-31,19907,124204,106522
33667,2002-03-31,0,95273,95273
28270,2002-06-30,32960,444211,391777
5823,2002-03-31,1764,70832,65763
33682,2002-09-30,0,543074,543074
3041,2002-09-30,0,211165,190022
14843,2002-09-30,75798,465729,425423
34638,2002-03-31,0,39521,34313
29399,2002-12-31,43744,131577,116139
18344,2002-03-31,2810,121373,110040
19742,2002-06-30,0,163241,149722
22131,2002-12-31,983,26665,23823
18364,2002-12-31,170,134423,123227
23592,2002-12-31,0,24311,12079
11910,2002-03-31,21916,57527,52477
2750,2002-12-31,13775,113048,96171
28060,2002-03-31,3331,120016,111564
27237,2002-09-30,9491,861968,792765
26574,2002-09-30,8410,124170,113916
30329,2002-12-31,6768,26555,24590
19842,2002-12-31,894655,4810000,4420000
31203,2002-12-31,78244,1430000,1300000
7979,2002-09-30,346118,1020000,926081
8480,2002-06-30,6263,105988,97596
16674,2002-12-31,2810,109125,100537
10443,2002-03-31,206,15968,14056
9129,2002-12-31,202,15371,13973
341,2002-03-31,3743,47345,42954
11235,2002-06-30,0,42371,33705
27413,2002-09-30,27049,189892,172196
4382,2002-12-31,127409,1300000,1160000
26537,2002-06-30,9,60347,54026
18698,2002-06-30,9925,138527,122390
23173,2002-09-30,47233,420474,351422
13084,2002-03-31,83602,255477,240299
10169,2002-03-31,0,39481,36455
18378,2002-12-31,6013,52884,46991
22340,2002-06-30,22096,74175,66701
8842,2002-06-30,0,63223,58786
4481,2002-03-31,8560,47217,43767
16120,2002-06-30,0,28671,25568
34715,2002-03-31,14600,133714,118306
24367,2002-03-31,371,46853,42418
26960,2002-09-30,0,42764,38818
16152,2002-09-30,4351,102003,92027
1929,2002-09-30,2401,35963,30517
8816,2002-12-31,26893,258180,230439
34565,2002-09-30,37684,132943,123793
31149,2002-09-30,0,115541,95655
11357,2002-09-30,6568,26970,24628
8726,2002-09-30,2303,45110,41610
29829,2002-06-30,13312,73365,61683
24526,2002-03-31,7878,631889,578552
16583,2002-09-30,0,8634,7420
19401,2002-12-31,20758,116782,100924
18764,2002-12-31,20212,124521,105268
57411,2002-12-31,0,13035,3758
20367,2002-06-30,1686,243078,219664
34774,2002-06-30,0,154817,143992
90300,2002-12-31,232936,761159,685592
10056,2002-06-30,3442,42263,38970
15177,2002-03-31,875,95785,87009
32173,2002-06-30,379,231500,211845
6616,2002-06-30,10928,114772,103489
10831,2002-12-31,0,122390,111852
57028,2002-09-30,0,27702,23943
33931,2002-03-31,0,2410000,2240000
32745,2002-03-31,308,272016,249406
5358,2002-09-30,2162,76038,65597
8486,2002-12-31,39046,233766,210625
18776,2002-06-30,1771,255873,233362
31345,2002-03-31,0,16315,14671
16275,2002-12-31,321,73085,66936
33789,2002-03-31,10552,1050000,961589
9664,2002-06-30,5364,60811,53211
16246,2002-12-31,1672,105413,96006
9462,2002-12-31,5404,74206,67285
34407,2002-06-30,0,48642,44142
22090,2002-06-30,587,38649,34238
20786,2002-09-30,32713,551375,504819
23258,2002-12-31,0,209674,189732
1426,2002-06-30,2249,103772,96172
15282,2002-09-30,1013,19673,17126
25050,2002-03-31,0,71893,64777
9950,2002-06-30,821,24918,22768
13251,2002-09-30,50,25218,18163
3326,2002-09-30,0,68075,63199
27086,2002-03-31,12473,111752,102060
17960,2002-06-30,1865,287766,248343
15257,2002-09-30,0,23221,21184
28271,2002-12-31,37467,609691,556866
34881,2002-03-31,5855,242955,223570
35333,2002-03-31,2415,58193,51985
20279,2002-09-30,18945,133967,124590
35418,2002-09-30,14267,61214,55072
14315,2002-09-30,0,34109,28532
26297,2002-12-31,31133,221108,203937
4947,2002-06-30,34726,279352,239392
10526,2002-12-31,0,36181,32668
11306,2002-09-30,87,175764,157558
11750,2002-03-31,178,69186,63014
32111,2002-06-30,178285,853579,770570
57109,2002-09-30,2000,3013,511
9450,2002-06-30,3423,110992,73206
5401,2002-12-31,8827,74968,64695
14560,2002-12-31,728,43776,37959
8893,2002-06-30,0,29237,27007
27298,2002-09-30,9310,545966,502314
5564,2002-12-31,1584,80119,73210
12757,2002-12-31,3262,31634,26742
22925,2002-03-31,3633,123580,111603
21960,2002-09-30,16929,131163,117129
18694,2002-03-31,280660,2380000,2220000
30400,2002-09-30,587,165652,150820
10878,2002-03-31,4905,27452,24564
22085,2002-09-30,808,49881,44487
18149,2002-03-31,0,42419,38919
26575,2002-12-31,4879,118095,109662
18856,2002-09-30,5788,40517,35352
24109,2002-09-30,21949,84312,77122
6158,2002-12-31,11,488021,449105
35406,2002-09-30,0,27120,24015
26891,2002-12-31,0,116142,108370
14720,2002-06-30,27247,232332,214776
35306,2002-06-30,8608,85515,78017
5548,2002-09-30,73394,164394,147592
13111,2002-09-30,0,140975,124749
35111,2002-09-30,1026,77985,65129
4636,2002-09-30,3765,58250,53214
5962,2002-12-31,11809,221947,202207
15096,2002-03-31,0,19597,17798
30205,2002-12-31,1336,270110,234207
12266,2002-06-30,4424,178496,160787
14400,2002-03-31,0,17800,15692
25325,2002-06-30,3149,124551,113920
27496,2002-06-30,1046,114917,103397
34990,2002-06-30,8516,67626,62006
29177,2002-03-31,5022,189434,174315
18748,2002-09-30,16018,100075,88675
3826,2002-12-31,0,37102,32230
24211,2002-12-31,0,37227,34195
90270,2002-03-31,47740,290921,266590
16522,2002-03-31,3630,175757,164092
28724,2002-03-31,1851,42410,35676
14556,2002-06-30,399,51576,48155
18641,2002-09-30,7639,800256,717631
21017,2002-12-31,0,82868,75288
5551,2002-12-31,49372,834421,769177
31369,2002-12-31,4928,38822,35002
12859,2002-09-30,246,34460,30907
23001,2002-03-31,109,84302,77276
3270,2002-12-31,6666,126953,113330
